usb_source,capture_utc,project_dir,role,destination
"Vintage_yellow_bear/IMG_20251104_140658.jpg","2025-11-04T14:06:58.000Z","0028 - Vintage 5 Joint Teddy Bear","wip","WIP-008.jpeg"
"Vintage_yellow_bear/IMG_20251104_141041.jpg","2025-11-04T14:10:41.000Z","0028 - Vintage 5 Joint Teddy Bear","wip","WIP-009.jpeg"
"Vintage_yellow_bear/IMG_20251104_143456.jpg","2025-11-04T14:34:56.000Z","0028 - Vintage 5 Joint Teddy Bear","wip","WIP-010.jpeg"
"Vintage_yellow_bear/IMG_20251104_144901.jpg","2025-11-04T14:49:01.000Z","0028 - Vintage 5 Joint Teddy Bear","wip","WIP-011.jpeg"
"Vintage_yellow_bear/IMG_20251104_145820.jpg","2025-11-04T14:58:20.000Z","0028 - Vintage 5 Joint Teddy Bear","wip","WIP-012.jpeg"
"Vintage_yellow_bear/IMG_20251125_124304.jpg","2025-11-25T12:43:04.000Z","0028 - Vintage 5 Joint Teddy Bear","wip","WIP-013.jpeg"
"White_horse/before4.jpg","2025-11-14T09:58:43.000Z","0044 - Kosen White horse","before","before.jpeg"
"White_horse/before6.jpg","2025-11-14T09:59:13.000Z","0044 - Kosen White horse","before (extra)","WIP-001.jpeg"
"White_horse/before5.jpg","2025-11-14T10:05:30.000Z","0044 - Kosen White horse","before (extra)","WIP-002.jpeg"
"White_horse/before.jpg","2025-11-22T11:57:40.000Z","0044 - Kosen White horse","before (extra)","WIP-003.jpeg"
"White_horse/before2.jpg","2025-11-22T11:57:47.000Z","0044 - Kosen White horse","before (extra)","WIP-004.jpeg"
"White_horse/before3.jpg","2025-11-22T11:57:52.000Z","0044 - Kosen White horse","before (extra)","WIP-005.jpeg"
"White_horse/after3.jpg","2025-11-29T10:14:06.000Z","0044 - Kosen White horse","after","after.jpeg"
"White_horse/after2.jpg","2025-11-29T10:14:40.000Z","0044 - Kosen White horse","after (extra)","WIP-006.jpeg"
"White_horse/after1.jpg","2025-11-29T10:15:50.000Z","0044 - Kosen White horse","after (extra)","WIP-007.jpeg"
"White_horse/IMG_20251124_012637.jpg","2025-11-24T01:26:37.000Z","0044 - Kosen White horse","wip","WIP-008.jpeg"
"White_horse/IMG_20251124_024800.jpg","2025-11-24T02:48:00.000Z","0044 - Kosen White horse","wip","WIP-009.jpeg"
"White_horse/IMG_20251124_025112.jpg","2025-11-24T02:51:12.000Z","0044 - Kosen White horse","wip","WIP-010.jpeg"
"Woody/after.jpg","2026-03-29T18:19:46.000Z","0050 - Woody Robot","after","after.jpeg"
"Woody/IMG_20260106_180637.jpg","2026-01-06T18:06:37.000Z","0050 - Woody Robot","wip","WIP-001.jpeg"
"Woody/IMG_20260106_180646.jpg","2026-01-06T18:06:46.000Z","0050 - Woody Robot","wip","WIP-002.jpeg"
"Woody/IMG_20260106_224915.jpg","2026-01-06T22:49:15.000Z","0050 - Woody Robot","wip","WIP-003.jpeg"
"Woody_2/after.jpg","2025-11-13T11:16:57.000Z","0091 - Woody 2","after","after.jpeg"
"Woody_2/IMG_20251101_134044.jpg","2025-11-01T13:40:44.000Z","0091 - Woody 2","wip","WIP-001.jpeg"
"Woody_2/IMG_20251101_134248.jpg","2025-11-01T13:42:48.000Z","0091 - Woody 2","wip","WIP-002.jpeg"
"Woody_2/IMG_20251101_135912.jpg","2025-11-01T13:59:12.000Z","0091 - Woody 2","wip","WIP-003.jpeg"
"Woody_n_Buzz/after2.jpg","2025-12-07T00:04:51.000Z","0092 - Woody n Buzz","after","after.jpeg"
"Woody_n_Buzz/after3.jpg","2025-12-07T00:05:13.000Z","0092 - Woody n Buzz","after (extra)","WIP-001.jpeg"
"Woody_n_Buzz/after.jpg","2025-12-08T11:49:16.000Z","0092 - Woody n Buzz","after (extra)","WIP-002.jpeg"
"Woody_n_Buzz/IMG_20251202_223856.jpg","2025-12-02T22:38:56.000Z","0092 - Woody n Buzz","wip","WIP-003.jpeg"
"Woody_n_Buzz/IMG_20251202_235604.jpg","2025-12-02T23:56:04.000Z","0092 - Woody n Buzz","wip","WIP-004.jpeg"
"Woody_n_Buzz/IMG_20251203_171739.jpg","2025-12-03T17:17:39.000Z","0092 - Woody n Buzz","wip","WIP-005.jpeg"
"Woody_n_Buzz/IMG_20251203_171808.jpg","2025-12-03T17:18:08.000Z","0092 - Woody n Buzz","wip","WIP-006.jpeg"
"Yellow_teddy/before.jpg","2026-03-28T00:16:09.000Z","0087 - Yellow teddy","before","before.jpeg"
"Yellow_teddy/after.jpg","2026-03-30T10:57:39.000Z","0087 - Yellow teddy","after","after.jpeg"
"Yellow_teddy/1.jpg","2026-03-29T21:36:12.000Z","0087 - Yellow teddy","wip","WIP-001.jpeg"
"anime_figure/before.jpg","2026-03-27T23:12:49.000Z","0088 - anime figure","before","before.jpeg"
"anime_figure/after.jpg","2026-03-28T08:59:51.000Z","0088 - anime figure","after","after.jpeg"
"anime_figure/after_3.jpg","2026-03-27T23:12:58.000Z","0088 - anime figure","wip","WIP-001.jpeg"
"anime_figure/before_2.jpg","2026-03-27T23:13:11.000Z","0088 - anime figure","wip","WIP-002.jpeg"
"anime_figure/IMG_20260328_005009.jpg","2026-03-28T00:50:09.000Z","0088 - anime figure","wip","WIP-003.jpeg"
"anime_figure/IMG_20260328_005019.jpg","2026-03-28T00:50:19.000Z","0088 - anime figure","wip","WIP-004.jpeg"
"anime_figure/after_1.jpg","2026-03-28T08:54:11.000Z","0088 - anime figure","wip","WIP-005.jpeg"
"anime_figure/after_2.jpg","2026-03-28T08:54:57.000Z","0088 - anime figure","wip","WIP-006.jpeg"
"bear_pillow/after.jpg","2025-09-16T10:08:51.000Z","0076 - Froggie pillow","after","after.jpeg"
"brown_bear/before.jpg","2025-11-13T11:20:22.000Z","0036 - snoring bear","before","before.jpeg"
"brown_bear/before2.jpg","2025-11-13T14:40:41.000Z","0036 - snoring bear","before (extra)","WIP-001.jpeg"
"brown_bear/after1.jpg","2025-11-18T14:29:43.000Z","0036 - snoring bear","after","after.jpeg"
"brown_bear/after2.jpg","2025-11-18T14:29:59.000Z","0036 - snoring bear","after (extra)","WIP-002.jpeg"
"brown_bear/IMG_20251113_133131.jpg","2025-11-13T13:31:31.000Z","0036 - snoring bear","wip","WIP-003.jpeg"
"brown_bear/IMG_20251113_133953.jpg","2025-11-13T13:39:53.000Z","0036 - snoring bear","wip","WIP-004.jpeg"
"brown_bear/IMG_20251113_143548.jpg","2025-11-13T14:35:48.000Z","0036 - snoring bear","wip","WIP-005.jpeg"
"brown_bear/IMG_20251113_153400.jpg","2025-11-13T15:34:00.000Z","0036 - snoring bear","wip","WIP-006.jpeg"
"brown_bear/IMG_20251114_220308.jpg","2025-11-14T22:03:08.000Z","0036 - snoring bear","wip","WIP-007.jpeg"
"bunny/before.jpg","2025-11-12T15:36:36.000Z","0016 - Bunny cuddling toy","before","before.jpeg"
"bunny/after.jpg","2025-11-18T14:09:51.000Z","0016 - Bunny cuddling toy","after","after.jpeg"
"bunny/IMG_20251114_175357.jpg","2025-11-14T17:53:57.000Z","0016 - Bunny cuddling toy","wip","WIP-001.jpeg"
"bunny/IMG_20251114_175656.jpg","2025-11-14T17:56:56.000Z","0016 - Bunny cuddling toy","wip","WIP-002.jpeg"
"bunny/IMG_20251118_111824.jpg","2025-11-18T11:18:24.000Z","0016 - Bunny cuddling toy","wip","WIP-003.jpeg"
"bunny/IMG_20251118_114711.jpg","2025-11-18T11:47:11.000Z","0016 - Bunny cuddling toy","wip","WIP-004.jpeg"
"dusley/after.jpg","2025-09-16T10:05:01.000Z","0009 - Hey Duggee Interactive","after","after.jpeg"
"dusley/IMG_20250912_192503.jpg","2025-09-12T19:25:03.000Z","0009 - Hey Duggee Interactive","wip","WIP-001.jpeg"
"dusley/IMG_20250912_214516.jpg","2025-09-12T21:45:16.000Z","0009 - Hey Duggee Interactive","wip","WIP-002.jpeg"
"dusley/IMG_20250912_214841.jpg","2025-09-12T21:48:41.000Z","0009 - Hey Duggee Interactive","wip","WIP-003.jpeg"
"dusley/IMG_20250912_215515.jpg","2025-09-12T21:55:15.000Z","0009 - Hey Duggee Interactive","wip","WIP-004.jpeg"
"dusley/IMG_20250912_221319.jpg","2025-09-12T22:13:19.000Z","0009 - Hey Duggee Interactive","wip","WIP-005.jpeg"
"dusley/IMG_20250912_221437 (1).jpg","2025-09-12T22:14:37.000Z","0009 - Hey Duggee Interactive","wip","WIP-006.jpeg"
"dusley/IMG_20250912_221437.jpg","2025-09-12T22:14:37.000Z","0009 - Hey Duggee Interactive","wip","WIP-007.jpeg"
"dusley/IMG_20250912_223611.jpg","2025-09-12T22:36:11.000Z","0009 - Hey Duggee Interactive","wip","WIP-008.jpeg"
"dusley/IMG_20250912_223922.jpg","2025-09-12T22:39:22.000Z","0009 - Hey Duggee Interactive","wip","WIP-009.jpeg"
"dusley/IMG_20250912_224621.jpg","2025-09-12T22:46:21.000Z","0009 - Hey Duggee Interactive","wip","WIP-010.jpeg"
"dusley/IMG_20250913_175258.jpg","2025-09-13T17:52:58.000Z","0009 - Hey Duggee Interactive","wip","WIP-011.jpeg"
"dusley/IMG_20250913_200001.jpg","2025-09-13T20:00:01.000Z","0009 - Hey Duggee Interactive","wip","WIP-012.jpeg"
"eggPlant_cushion/before.jpg","2025-09-15T13:42:57.000Z","0034 - Eggplant Restuff","before","before.jpeg"
"eggPlant_cushion/after.jpg","2025-09-16T09:58:22.000Z","0034 - Eggplant Restuff","after","after.jpeg"
"giraffe/before.jpg","2025-02-12T18:10:54.000Z","0019 - Giraffe teddy","before","before.jpeg"
"giraffe/after.jpg","2025-02-13T11:08:51.000Z","0019 - Giraffe teddy","after","after.jpeg"
"giraffe_MusicBox/after.jpg","2025-12-13T17:04:32.000Z","0067 - Ms Buns Rabbit w Music Box","after","after.jpeg"
"giraffe_MusicBox/IMG_20251210_222923.jpg","2025-12-10T22:29:23.000Z","0067 - Ms Buns Rabbit w Music Box","wip","WIP-001.jpeg"
"giraffe_MusicBox/IMG_20251210_222926.jpg","2025-12-10T22:29:26.000Z","0067 - Ms Buns Rabbit w Music Box","wip","WIP-002.jpeg"
"pink_ribbon_bear/after.jpg","2025-12-04T17:17:09.000Z","0089 - pink ribbon bear","after","after.jpeg"
"polar_bear/before.jpg","2026-03-25T12:21:45.000Z","0090 - polar bear","before","before.jpeg"
"polar_bear/after.jpg","2026-03-31T02:13:26.000Z","0090 - polar bear","after","after.jpeg"
"polar_bear/IMG_20260325_134557.jpg","2026-03-25T13:45:57.000Z","0090 - polar bear","wip","WIP-001.jpeg"
"polar_bear/IMG_20260325_135021.jpg","2026-03-25T13:50:21.000Z","0090 - polar bear","wip","WIP-002.jpeg"
"polar_bear/IMG_20260325_135334.jpg","2026-03-25T13:53:34.000Z","0090 - polar bear","wip","WIP-003.jpeg"
"polar_bear/after_2.jpg","2026-03-31T02:11:34.000Z","0090 - polar bear","wip","WIP-004.jpeg"
"witch/before.jpg","2025-08-21T17:07:49.000Z","0032 - Witch toy","before","before.jpeg"
"witch/before2.jpg","2025-08-21T17:08:00.000Z","0032 - Witch toy","before (extra)","WIP-001.jpeg"
"witch/after1.jpg","2025-08-25T11:15:54.000Z","0032 - Witch toy","after","after.jpeg"
"witch/IMG_20250825_111605.jpg","2025-08-25T11:16:05.000Z","0032 - Witch toy","wip","WIP-002.jpeg"
"xmas_train/after2.jpg","2025-10-10T11:22:01.000Z","0040 - Xmas train","after","after.jpeg"
"xmas_train/after3.jpg","2025-10-10T11:22:33.000Z","0040 - Xmas train","after (extra)","WIP-001.jpeg"
"xmas_train/after.jpg","2025-10-10T11:24:17.000Z","0040 - Xmas train","after (extra)","WIP-002.jpeg"
"xmas_train/IMG_20251002_184833.jpg","2025-10-02T18:48:33.000Z","0040 - Xmas train","wip","WIP-003.jpeg"
